URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=7983735,1931 Isle of Man TT - Lightweight TT (250cc),59d2108b-d8ab-4e8f-b36d-f3476b459a6e,1931 Isle of Man TT,60,84,74
http://en.wikipedia.org/?curid=11128774,1992–93 Vancouver Canucks season - April,229f5263-599e-4d4e-91d3-c8edf4451a1b,1992–93 Vancouver Canucks season,89,80,83
http://en.wikipedia.org/?curid=52716931,1923 Big Ten Conference football season - Results and team statistics,a5bd3843-75d6-40fe-be11-f4b6015b9e53,1923 Big Ten Conference football season,72,100,88
http://en.wikipedia.org/?curid=38864279,History of Michigan Wolverines football in the Elliott years - Year-by-year results,2af6b146-a817-4429-a160-0872703292a3,History of Michigan Wolverines football in the Elliott years,84,80,81
http://en.wikipedia.org/?curid=1664918,Parken Stadium,838645cc-ebd5-4504-bf72-fb3868748f3b,Parken Stadium,100,88,92
http://en.wikipedia.org/?curid=42079162,1978 Maharashtra Legislative Assembly election - Results,4c1874c1-4e54-4cb1-b925-848cf8b1d5cf,1978 Maharashtra Legislative Assembly election,90,78,82
http://en.wikipedia.org/?curid=25919267,Only Won - Only Won releases,d3bc9702-5a2b-41cf-8221-f98308503700,Only Won,44,100,77
http://en.wikipedia.org/?curid=58743,Marburg virus disease - Epidemiology,e51fd6e7-6620-45ee-851d-1f1f8a393261,Marburg virus disease,74,99,89
http://en.wikipedia.org/?curid=12890254,"Christian Heritage Party Of Canada Candidates , 2008 Canadian Federal Election",58217fb2-8241-463c-8358-cd66aa3256fc,Christian Heritage Party of Canada candidates in the 2008 ...,75,39,53
http://en.wikipedia.org/?curid=7577577,List of best-selling singles - 5–5.9 million copies,b13ce1b6-bb2c-4218-a72c-b44cadd6aeef,List of best-selling singles,71,30,46
