URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=28298589,2010 Big East Conference Football Season,b265dcb7-9ff2-4256-9077-0733df8ae47c,2010 Big East Conference football season,100,93,97
http://en.wikipedia.org/?curid=7519905,"Cityscape of Lexington, Kentucky - Tallest buildings",4c19f7f3-b605-4c79-9a72-55b660ec6636,"Cityscape of Lexington, Kentucky",76,98,82
http://en.wikipedia.org/?curid=2985987,Elvstroem,92047191-7078-4f57-88aa-8654129bf83e,Elvstroem,100,96,98
http://en.wikipedia.org/?curid=17769516,California Legislative Lgbt Caucus,39db660e-3095-41e9-a934-043fe8ec3986,California Legislative LGBTQ Caucus,99,31,78
http://en.wikipedia.org/?curid=30060634,Mobile Network Operators Of India,640cabcd-424d-4762-af7f-56a448f35213,List of telecom companies in India,33,27,31
http://en.wikipedia.org/?curid=5883500,Nowy Dwór Gdański County - Administrative division,9365f510-5fc4-475c-996a-b60066fde1d8,"Nowy Dwór County, Pomeranian Voivodeship",56,0,39
http://en.wikipedia.org/?curid=35711596,List of 90210 episodes - Season 5 (2012–13),57694f52-a9e7-43a3-8460-704dcb4e2abc,90210 season 5,49,2,34
http://en.wikipedia.org/?curid=19900792,Vc Iskra Odintsovo,37ee6b61-e1b3-498f-ad60-8adb09761293,VC Iskra Odintsovo,100,0,70
http://en.wikipedia.org/?curid=12962773,Fiba Eurobasket 2007 Squads,80e4e915-3918-479e-9546-e102b07bceea,FIBA EuroBasket 2007 squads,100,0,70
http://en.wikipedia.org/?curid=1546813,Solheim Cup,205d6b69-e533-4e15-9f86-cf2c8008d9a2,Solheim Cup,100,23,76
