URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=56776816,List of Better Call Saul episodes - Season 3 (2017),4d2e92d5-1403-4917-8e1f-6b396d9d084c,Better Call Saul season 3,66,54,62
http://en.wikipedia.org/?curid=26518441,List of earthquakes in 2009 - By death toll,2c9a7661-06a3-4238-9b69-92ab995ceffb,List of earthquakes in 2009,77,52,69
http://en.wikipedia.org/?curid=15957062,Turkish Ice Hockey Super League,3f260853-db77-4cbe-bc43-5e3f9f06a760,Turkish Ice Hockey Super League,100,93,97
http://en.wikipedia.org/?curid=39421047,North America (TV series) - Episodes,1ca0efa0-39d9-4bc3-8b46-6e58a80368e8,North America (TV series),82,98,86
http://en.wikipedia.org/?curid=40364929,1953–54 Michigan Wolverines men's basketball team - Statistical leaders,26b0e6fa-1e58-4cec-8e7f-bdddaaf27310,1953–54 Michigan Wolverines men's basketball team,82,63,76
http://en.wikipedia.org/?curid=11161833,2006 - 07 In Venezuelan Football,11828537-a7b8-4e49-bcb7-004181458d07,2006–07 in Venezuelan football,94,86,91
http://en.wikipedia.org/?curid=31339975,List of tallest buildings in South Korea - Tallest buildings under construction,40a05ca2-6868-402a-b899-c41781c9679f,List of tallest buildings in South Korea,67,30,55
http://en.wikipedia.org/?curid=24027047,Greater Dhaka Area,c05a77d3-ad5d-40fe-84af-68e12f6d7273,Greater Dhaka,84,42,71
http://en.wikipedia.org/?curid=10694950,Le Tour De Filipinas,afaf12e6-8e32-4a2a-a8c7-8f22f3ed88fd,Tour de Filipinas,92,29,73
http://en.wikipedia.org/?curid=47668985,List of Younger episodes - Season 5 (2018),0781f7f1-2bce-469d-b5a6-b5ae5da5dc09,List of Younger episodes,73,100,81
