URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=54630963,2017 World Series of Poker Europe - Event schedule,107cf94e-5e3d-4bcf-8960-91231869a2db,2017 World Series of Poker Europe,80,100,92
http://en.wikipedia.org/?curid=33677925,"Dennis Taylor - Ranking finals: 6 (2 titles, 4 runner-ups)",c72c188b-f28a-4685-9649-11cc0f7f5f48,Dennis Taylor,37,98,73
http://en.wikipedia.org/?curid=29627891,Ruban Jaune - Holders of the Ruban Jaune,8d32d151-d1bd-457b-9dd8-c33d1bd96ad6,Ruban Jaune - WikipediaWikipedia,47,100,78
http://en.wikipedia.org/?curid=18997174,2007 - 08 Portsmouth F.C. Season,6e183137-d02d-4cdb-851d-38f06e5fe8c3,2007–08 Portsmouth F.C. season,94,35,58
http://en.wikipedia.org/?curid=16079003,Máximo Cortés,041987b7-8c0f-4976-ba22-e96f691b1b79,Máximo Cortés,100,49,69
http://en.wikipedia.org/?curid=10788451,1965 Vfl Season,da2e60b4-9e99-4977-b8e1-86a6ae22ed24,1965 VFL season,100,73,83
http://en.wikipedia.org/?curid=12256602,List Of Schools In The Canterbury Region,ad81a824-3982-4389-9185-f3f199db4fca,"List of schools in Canterbury, New Zealand",78,43,57
http://en.wikipedia.org/?curid=7577577,List of best-selling singles - 10–14.9 million copies,3d7c001c-a10c-4b04-80f6-d2f06e8e6c4f,List of best-selling singles,69,61,64
http://en.wikipedia.org/?curid=22620358,U-boat Campaign (World War I) - Allied and Neutral Tonnage sunk by u-boats in World War I,f765431d-389e-4de0-98a7-eab3d5be1d07,U-boat campaign,29,88,64
http://en.wikipedia.org/?curid=17672470,2008 Tour De Suisse,5506622c-9d0b-42c8-b9f1-0e7d1969880f,2008 Tour de Suisse,100,72,83
